repo_name,source_url,framework,model,context_variant,run_status,latency_ms,input_tokens,output_tokens,estimated_cost_usd,judge_model,self_judged,hallucination_judged,hallucination_score,total_claims,unsupported_claims,coverage_judged,coverage_score,total_facts,missing_facts,diagram_scored,diagram_module_f1,diagram_import_f1,diagram_endpoint_f1,diagram_overall_f1,text_overlap_scored,bleu4,rouge_l,meteor,bertscore_f1,quality_judged,quality_mean_score,quality_completeness,quality_conciseness,quality_correctness,quality_cohesiveness,quality_domain_specificity,failure_tags,summary_text,missing_facts_list,unsupported_claims_list,facts_by_category,error
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,granite-code:8b-instruct,raw,success,17059,2190,92,0.0,gemma2:9b,False,True,0.0,6,0,True,0.1333,15,13,True,1.0,1.0,1.0,1.0,False,,,,,False,,,,,,,"missed_framework_or_language,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,over_generic","{
  ""overview"": ""This repository contains a Node.js application that manages tutorials. It uses a PostgreSQL database and has endpoints for creating, retrieving, updating, and deleting tutorials."",
  ""tech_stack"": [
    ""Node.js"",
    ""Express"",
    ""Sequelize"",
    ""PostgreSQL""
  ],
  ""services"": [
    ""HTTP server"",
    ""RESTful API""
  ],
  ""dependencies"": []
}
","[""Framework: express ^4.18.2"", ""Language: javascript"", ""Dependency: cors"", ""Dependency: pg"", ""Dependency: pg-hstore"", ""Endpoint: GET /api/tutorials"", ""Endpoint: POST /api/tutorials"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials"", ""Endpoint: GET /""]",[],"{""Framework"": 1, ""Language"": 1, ""Dependency"": 5, ""Endpoint"": 8}",
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,granite-code:8b-instruct,dependency_graph,success,11210,517,75,0.0,gemma2:9b,False,True,0.1667,6,1,True,0.3333,15,10,True,1.0,1.0,1.0,1.0,False,,,,,False,,,,,,,"fabricated_technology,missed_framework_or_language,missed_framework_or_language,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,over_generic","{
 ""overview"": ""This repository is a Node.js application that provides a tutorial service."",
 ""tech_stack"": [""Node.js"", ""Express"", ""PostgreSQL"", ""Sequelize""],
 ""services"": [""HTTP server""],
 ""dependencies"": [""cors"", ""express"", ""pg"", ""pg-hstore"", ""sequelize""]
}
","[""Framework: express ^4.18.2"", ""Language: javascript"", ""Endpoint: GET /api/tutorials"", ""Endpoint: POST /api/tutorials"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials"", ""Endpoint: GET /""]","[""PostgreSQL""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 5, ""Endpoint"": 8}",
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,granite-code:8b-instruct,knowledge_graph,success,11061,630,92,0.0,gemma2:9b,False,True,0.0,8,0,True,0.3333,15,10,True,1.0,1.0,1.0,1.0,False,,,,,False,,,,,,,"missed_framework_or_language,missed_framework_or_language,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint","{
 ""overview"": ""This repository is a Node.js application built with the Express framework that provides a RESTful API for managing tutorials."",
 ""tech_stack"": [""Node.js"", ""Express"", ""cors"", ""pg"", ""pg-hstore"", ""sequelize""],
 ""services"": [""HTTP server""],
 ""dependencies"": [""cors"", ""express"", ""pg"", ""pg-hstore"", ""sequelize""]
}
","[""Language: javascript"", ""Framework: express ^4.18.2"", ""Endpoint: GET /api/tutorials"", ""Endpoint: POST /api/tutorials"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials"", ""Endpoint: GET /""]",[],"{""Framework"": 1, ""Language"": 1, ""Dependency"": 5, ""Endpoint"": 8}",
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,granite-code:8b-instruct,raw,success,36212,2047,136,0.0,gemma2:9b,False,True,0.2222,9,2,True,0.5263,19,9,True,1.0,1.0,1.0,1.0,False,,,,,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint","{
  ""overview"": ""This repository is a Node.js application that uses Express.js, EJS, MongoDB, and Passport.js for user authentication and session management."",
  ""tech_stack"": [
    ""JavaScript"",
    ""Express.js"",
    ""EJS"",
    ""MongoDB"",
    ""Passport.js""
  ],
  ""services"": [
    ""HTTP server"",
    ""Background worker""
  ],
  ""dependencies"": [
    ""express"",
    ""express-ejs-layouts"",
    ""mongoose"",
    ""passport"",
    ""connect-flash"",
    ""express-session"",
    ""bcryptjs""
  ]
}
","[""Framework: express ^5.2.1"", ""Dependency: nodemon"", ""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login""]","[""MongoDB"", ""Passport.js""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 10, ""Endpoint"": 7}",
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,granite-code:8b-instruct,dependency_graph,success,17926,518,160,0.0,gemma2:9b,False,True,0.0,11,0,True,0.5263,19,9,True,1.0,1.0,1.0,1.0,False,,,,,False,,,,,,,"missed_framework_or_language,missed_framework_or_language,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint","{
 ""overview"": ""This repository is a Node.js application that manages user authentication and authorization using bcryptjs, connect-flash, ejs, express, express-ejs-layouts, express-session, mongoose, passport, and passport-local."",
 ""tech_stack"": [""Node.js"", ""Express"", ""Mongoose"", ""bcryptjs"", ""connect-flash"", ""ejs"", ""express-ejs-layouts"", ""express-session"", ""passport"", ""passport-local""],
 ""services"": [""HTTP server""],
 ""dependencies"": [""bcryptjs"", ""connect-flash"", ""ejs"", ""express"", ""express-ejs-layouts"", ""express-session"", ""mongoose"", ""nodemon"", ""passport"", ""passport-local""]
}
","[""Framework: express ^5.2.1"", ""Language: javascript"", ""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login""]",[],"{""Framework"": 1, ""Language"": 1, ""Dependency"": 10, ""Endpoint"": 7}",
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,granite-code:8b-instruct,knowledge_graph,success,12626,608,118,0.0,gemma2:9b,False,True,0.0,10,0,True,0.5263,19,9,True,1.0,1.0,1.0,1.0,False,,,,,False,,,,,,,"missed_framework_or_language,missed_framework_or_language,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,over_generic","{
 ""overview"": ""This repository is a Node.js Express application for user management."",
 ""tech_stack"": [""Node.js"", ""Express"", ""bcryptjs"", ""connect-flash"", ""ejs"", ""express-ejs-layouts"", ""express-session"", ""mongoose""],
 ""services"": [""HTTP server""],
 ""dependencies"": [""bcryptjs"", ""connect-flash"", ""ejs"", ""express"", ""express-ejs-layouts"", ""express-session"", ""mongoose"", ""nodemon"", ""passport"", ""passport-local""]
}
","[""Framework: express ^5.2.1"", ""Language: javascript"", ""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login""]",[],"{""Framework"": 1, ""Language"": 1, ""Dependency"": 10, ""Endpoint"": 7}",
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,granite-code:8b-instruct,raw,success,55112,7071,152,0.0,gemma2:9b,False,True,0.4,10,4,True,0.1754,57,47,True,0.9744,0.125,0.0,0.3665,False,,,,,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,over_generic","{
  ""overview"": ""This repository is a Node.js application boilerplate that provides a basic structure for building RESTful APIs. It includes features such as authentication, authorization, error handling, and logging. The repository also includes a Dockerfile for deploying the application in a production environment."",
  ""tech_stack"": [
    ""Node.js"",
    ""Express"",
    ""JWT"",
    ""Bcrypt"",
    ""Dockerfile""
  ],
  ""services"": [
    ""HTTP server""
  ],
  ""dependencies"": [
    ""express"",
    ""jsonwebtoken"",
    ""bcryptjs"",
    ""dotenv"",
    ""mongoose"",
    ""morgan"",
    ""winston"",
    ""validator"",
    ""docker""
  ]
}
","[""Framework: express ^4.17.1"", ""Language: javascript"", ""Dependency: compression"", ""Dependency: cors"", ""Dependency: cross-env"", ""Dependency: express-mongo-sanitize"", ""Dependency: express-rate-limit"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: joi"", ""Dependency: moment"", ""Dependency: nodemailer"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: pm2"", ""Dependency: swagger-jsdoc"", ""Dependency: swagger-ui-express"", ""Dependency: coveralls"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-plugin-jest"", ""Dependency: eslint-plugin-prettier"", ""Dependency: eslint-plugin-security"", ""Dependency: faker"", ""Dependency: husky"", ""Dependency: jest"", ""Dependency: lint-staged"", ""Dependency: node-mocks-http"", ""Dependency: nodemon"", ""Dependency: prettier"", ""Dependency: supertest"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /forgot-password"", ""Endpoint: POST /logout"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /login"", ""Endpoint: POST /register"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: GET /"", ""Endpoint: GET /:userId"", ""Endpoint: PATCH /:userId"", ""Endpoint: DELETE /:userId"", ""Endpoint: POST /""]","[""JWT"", ""Bcrypt"", ""mongoose"", ""docker""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 15}",
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,granite-code:8b-instruct,dependency_graph,success,45171,1714,329,0.0,gemma2:9b,False,True,0.2727,11,3,True,1.0,57,0,True,0.9744,0.125,0.0,0.3665,False,,,,,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology","{
 ""overview"": ""This repository is a Node.js application that provides a RESTful API for managing users and authentication."",
 ""tech_stack"": [
 ""JavaScript"",
 ""Node.js"",
 ""Express"",
 ""JWT"",
 ""Mongoose"",
 ""Swagger"",
 ""Joi""
 ],
 ""services"": [
 ""HTTP server"",
 ""Authentication service"",
 ""User management service""
 ],
 ""dependencies"": [
 ""bcryptjs"",
 ""compression"",
 ""cors"",
 ""coveralls"",
 ""cross-env"",
 ""dotenv"",
 ""eslint"",
 ""eslint-config-airbnb-base"",
 ""eslint-config-prettier"",
 ""eslint-plugin-import"",
 ""eslint-plugin-jest"",
 ""eslint-plugin-prettier"",
 ""eslint-plugin-security"",
 ""express"",
 ""express-mongo-sanitize"",
 ""express-rate-limit"",
 ""faker"",
 ""helmet"",
 ""http-status"",
 ""husky"",
 ""jest"",
 ""joi"",
 ""jsonwebtoken"",
 ""lint-staged"",
 ""moment"",
 ""mongoose"",
 ""morgan"",
 ""node-mocks-http"",
 ""nodemailer"",
 ""nodemon"",
 ""passport"",
 ""passport-jwt"",
 ""pm2"",
 ""prettier"",
 ""supertest"",
 ""swagger-jsdoc"",
 ""swagger-ui-express"",
 ""validator"",
 ""winston"",
 ""xss-clean""
 ]
",[],"[""Mongoose"", ""JWT"", ""Swagger""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 15}",
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,granite-code:8b-instruct,knowledge_graph,success,38191,1223,304,0.0,gemma2:9b,False,True,0.1053,19,2,True,0.6491,57,20,True,0.9744,0.125,0.0,0.3665,False,,,,,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint","{
 ""overview"": ""This repository is a Node.js application using the Express framework for building a RESTful API. It includes various modules for handling user authentication, authorization, and data validation."",
 ""tech_stack"": [""Node.js"", ""Express"", ""JWT"", ""Bcrypt"", ""Moment"", ""Mongoose"", ""Morgan"", ""swagger-jsdoc"", ""swagger-ui-express"", ""validator"", ""winston"", ""xss-clean""],
 ""services"": [""HTTP server""],
 ""dependencies"": [""bcryptjs"", ""compression"", ""cors"", ""coveralls"", ""cross-env"", ""dotenv"", ""eslint"", ""eslint-config-airbnb-base"", ""eslint-config-prettier"", ""eslint-plugin-import"", ""eslint-plugin-jest"", ""eslint-plugin-prettier"", ""eslint-plugin-security"", ""express"", ""express-mongo-sanitize"", ""express-rate-limit"", ""faker"", ""helmet"", ""http-status"", ""husky"", ""jest"", ""joi"", ""jsonwebtoken"", ""lint-staged"", ""moment"", ""mongoose"", ""morgan"", ""node-mocks-http"", ""nodemailer"", ""nodemon"", ""passport"", ""passport-jwt"", ""pm2"", ""prettier"", ""supertest"", ""swagger-jsdoc"", ""swagger-ui-express"", ""validator"", ""winston"", ""xss-clean""]
}
","[""Framework: express ^4.17.1"", ""Language: javascript"", ""Dependency: express-mongo-sanitize"", ""Dependency: express-rate-limit"", ""Dependency: winston"", ""Dependency: xss-clean"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /forgot-password"", ""Endpoint: POST /logout"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /login"", ""Endpoint: POST /register"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: GET /"", ""Endpoint: GET /:userId"", ""Endpoint: PATCH /:userId"", ""Endpoint: DELETE /:userId"", ""Endpoint: POST /""]","[""JWT"", ""Bcrypt""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 40, ""Endpoint"": 15}",
express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,express,granite-code:8b-instruct,raw,success,40907,4454,101,0.0,gemma2:9b,False,True,0.4,5,2,True,0.0455,44,42,True,1.0,1.0,0.125,0.7083,False,,,,,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint","{
  ""overview"": ""This repository contains configuration files for a Node.js application that uses Express.js, JWT, and Mongoose for authentication and database management. It also includes routes for handling user data and error handling."",
  ""tech_stack"": [
    ""JavaScript"",
    ""Node.js"",
    ""Express.js"",
    ""JWT"",
    ""Mongoose""
  ],
  ""services"": [
    ""HTTP server""
  ],
  ""dependencies"": []
}
","[""Framework: express 4.16.3"", ""Dependency: bluebird"", ""Dependency: body-parser"", ""Dependency: compression"", ""Dependency: cookie-parser"", ""Dependency: cors"", ""Dependency: debug"", ""Dependency: dotenv"", ""Dependency: express-jwt"", ""Dependency: express-validation"", ""Dependency: express-winston"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: joi"", ""Dependency: jsonwebtoken"", ""Dependency: method-override"", ""Dependency: mongoose"", ""Dependency: morgan"", ""Dependency: winston"", ""Dependency: chai"", ""Dependency: commitizen"", ""Dependency: coveralls"", ""Dependency: cross-env"", ""Dependency: cz-conventional-changelog"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-watch"", ""Dependency: husky"", ""Dependency: istanbul"", ""Dependency: mocha"", ""Dependency: supertest"", ""Dependency: supertest-as-promised"", ""Dependency: validate-commit-msg"", ""Endpoint: GET /api/health-check"", ""Endpoint: POST /api/auth/login"", ""Endpoint: GET /api/auth/random-number"", ""Endpoint: POST /api/users"", ""Endpoint: GET /api/users"", ""Endpoint: DELETE /api/users/:userId"", ""Endpoint: GET /api/users/:userId"", ""Endpoint: PUT /api/users/:userId""]","[""JWT"", ""Mongoose""]","{""Framework"": 1, ""Language"": 1, ""Dependency"": 34, ""Endpoint"": 8}",
